MAT,MAP,SOC,Soil_total_N,Wheat_type,N_rate,Animal_manure,Topdressing,Irrigation,DFA,EFFs,Straw_incorporation,Wheat_cultivar,Soil_tillage,Crop_cultivation,Yield,N_surplus
13.5 ,587 ,9.9 ,1.2 ,Winter,112.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.82 ,-36 
13.5 ,587 ,9.9 ,1.2 ,Winter,187.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.27 ,27 
13.5 ,587 ,9.9 ,1.2 ,Winter,112.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.72 ,-33 
13.5 ,587 ,9.9 ,1.2 ,Winter,112.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.04 ,-41 
13.5 ,587 ,9.9 ,1.2 ,Winter,112.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.92 ,-38 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.49 ,14 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.90 ,3 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.97 ,1 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.15 ,23 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.40 ,16 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.51 ,13 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.34 ,18 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.59 ,11 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.53 ,13 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,6.87 ,31 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.16 ,23 
14.6 ,884 ,8.7 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.34 ,18 
11.0 ,500 ,8.5 ,1.2 ,Winter,495,0,No,No,No,No,No,New,Traditional,Traditional,5.68 ,393 
11.0 ,500 ,8.5 ,1.2 ,Winter,495,0,No,No,No,No,Yes,New,Traditional,Traditional,7.40 ,348 
11.0 ,500 ,8.5 ,1.2 ,Winter,495,85.6,No,No,No,No,No,New,Traditional,Traditional,9.42 ,380 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.27 ,98 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.45 ,93 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,3.79 ,84 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,2.48 ,119 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,2.52 ,118 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,1.46 ,146 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.08 ,103 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.14 ,101 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,2.91 ,107 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.68 ,87 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.90 ,81 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,3.52 ,91 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.51 ,91 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,3.44 ,93 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,3.64 ,88 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,4.01 ,78 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,4.39 ,68 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,4.12 ,75 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,2.71 ,113 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,2.73 ,112 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,1.91 ,134 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,4.43 ,67 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,4.37 ,68 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,3.50 ,92 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,4.76 ,58 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Optimized,Optimized,5.03 ,51 
11.0 ,425 ,5.2 ,0.9 ,Winter,150,0,No,No,No,No,Yes,Old,Traditional,Optimized,3.96 ,79 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.27 ,98 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.45 ,93 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,3.79 ,84 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,2.48 ,119 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,2.52 ,118 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,1.46 ,146 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.08 ,103 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.14 ,101 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,2.91 ,107 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.68 ,87 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.90 ,81 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,3.52 ,91 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.51 ,91 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,3.44 ,93 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,3.64 ,88 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,4.01 ,78 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,4.39 ,68 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,4.12 ,75 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,2.71 ,113 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,2.73 ,112 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,1.91 ,134 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,4.43 ,67 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Optimized,Traditional,4.37 ,68 
13.1 ,455 ,7.4 ,0.9 ,Winter,150,0,No,No,No,No,No,Old,Traditional,Traditional,3.50 ,92 
11.2 ,46 ,5.9 ,0.7 ,Winter,138,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.63 ,32 
11.2 ,46 ,5.9 ,0.7 ,Winter,138,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.58 ,-27 
11.2 ,46 ,5.9 ,0.7 ,Winter,138,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.70 ,-57 
11.2 ,46 ,5.9 ,0.7 ,Winter,207,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.55 ,75 
11.2 ,46 ,5.9 ,0.7 ,Winter,207,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.16 ,6 
11.2 ,46 ,5.9 ,0.7 ,Winter,207,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.58 ,-18 
11.2 ,46 ,5.9 ,0.7 ,Winter,276,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.68 ,134 
11.2 ,46 ,5.9 ,0.7 ,Winter,276,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.71 ,46 
16.0 ,990 ,16.4 ,1.6 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,2.79 ,112 
16.0 ,990 ,16.4 ,1.6 ,Winter,75,0,Yes,No,No,No,Yes,New,Traditional,Traditional,2.55 ,44 
16.0 ,990 ,16.4 ,1.5 ,Winter,150,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.16 ,102 
16.0 ,990 ,16.4 ,1.5 ,Winter,225,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.52 ,166 
7.4 ,129 ,9.0 ,1.0 ,Spring,90,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.51 ,20 
7.4 ,129 ,9.0 ,1.0 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.37 ,85 
7.4 ,129 ,9.0 ,1.0 ,Spring,270,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.32 ,177 
7.4 ,133 ,9.0 ,1.0 ,Spring,90,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.52 ,-9 
7.4 ,133 ,9.0 ,1.0 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.02 ,66 
7.4 ,133 ,9.0 ,1.0 ,Spring,270,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.31 ,148 
7.4 ,133 ,9.0 ,1.0 ,Spring,90,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.98 ,-23 
7.4 ,133 ,9.0 ,1.0 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.11 ,63 
7.4 ,133 ,9.0 ,1.0 ,Spring,270,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.81 ,162 
7.4 ,133 ,8.5 ,1.0 ,Spring,90,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.23 ,28 
7.4 ,133 ,8.5 ,1.0 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.91 ,98 
7.4 ,133 ,8.5 ,1.0 ,Spring,270,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.16 ,181 
7.4 ,133 ,8.5 ,1.0 ,Spring,90,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.14 ,-27 
7.4 ,133 ,8.5 ,1.0 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.13 ,34 
7.4 ,133 ,8.5 ,1.0 ,Spring,270,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.15 ,123 
7.4 ,133 ,8.5 ,1.0 ,Spring,90,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.69 ,-43 
7.4 ,133 ,8.5 ,1.0 ,Spring,180,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.08 ,35 
7.4 ,133 ,8.5 ,1.0 ,Spring,270,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.13 ,124 
7.4 ,172 ,7.9 ,0.9 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,3.51 ,25 
7.4 ,172 ,7.9 ,0.9 ,Winter,270,0,No,No,No,No,Yes,New,Traditional,Traditional,4.32 ,183 
7.4 ,172 ,7.9 ,0.9 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,4.51 ,-2 
7.4 ,172 ,7.9 ,0.9 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,3.23 ,32 
7.4 ,172 ,7.9 ,0.9 ,Winter,180,0,No,No,No,No,Yes,New,Traditional,Traditional,3.91 ,104 
7.4 ,172 ,7.9 ,0.9 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,5.14 ,-19 
7.4 ,172 ,7.9 ,0.9 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,5.69 ,-33 
11.2 ,81 ,4.1 ,0.3 ,Winter,111,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.20 ,-79 
11.2 ,81 ,4.1 ,0.3 ,Winter,41,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.13 ,-147 
11.2 ,81 ,4.1 ,0.3 ,Winter,146,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.68 ,-30 
11.2 ,81 ,4.1 ,0.3 ,Winter,41,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.73 ,-136 
11.2 ,94 ,4.1 ,0.3 ,Winter,146,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.85 ,-35 
11.2 ,94 ,4.1 ,0.3 ,Winter,111,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.45 ,-59 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,6.34 ,45 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,6.37 ,44 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,6.84 ,32 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.14 ,23 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,6.42 ,43 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.58 ,39 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,5.99 ,55 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,6.02 ,54 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,5.72 ,62 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,5.46 ,69 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,5.74 ,61 
15.7 ,1043 ,9.0 ,1.0 ,Winter,180.32,0,Yes,Yes,No,No,No,New,Traditional,Optimized,5.55 ,67 
12.9 ,471 ,5.4 ,0.7 ,Winter,150,30,No,No,No,No,Yes,New,Traditional,Optimized,4.81 ,96 
12.9 ,471 ,5.4 ,0.7 ,Winter,150,30,No,No,No,No,Yes,New,Optimized,Optimized,5.47 ,74 
12.9 ,471 ,5.4 ,0.7 ,Winter,150,30,No,No,No,No,Yes,New,Optimized,Optimized,5.72 ,63 
12.9 ,471 ,5.4 ,0.7 ,Winter,150,30,No,No,No,No,Yes,New,Optimized,Optimized,6.01 ,52 
13.5 ,587 ,9.4 ,0.8 ,Winter,242.6,0,Yes,Yes,Yes,No,Yes,New,Optimized,Traditional,8.15 ,47 
13.5 ,587 ,10.1 ,0.9 ,Winter,242.6,0,Yes,Yes,Yes,No,Yes,New,Optimized,Traditional,9.06 ,21 
13.5 ,599 ,12.0 ,1.0 ,Winter,242.6,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,9.30 ,14 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,2.90 ,132 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,3.13 ,126 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,2.94 ,131 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,2.89 ,133 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,3.57 ,115 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,4.80 ,82 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,3.16 ,125 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,3.18 ,125 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,No,No,No,Yes,New,Traditional,Traditional,4.16 ,99 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,3.38 ,120 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,4.78 ,83 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.27 ,69 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.05 ,49 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.72 ,31 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,5.43 ,65 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.06 ,48 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,6.10 ,47 
13.5 ,581 ,7.6 ,0.9 ,Winter,160.1,0,No,Yes,No,No,Yes,New,Traditional,Traditional,7.57 ,8 
15.7 ,1043 ,10.2 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,7.45 ,77 
15.7 ,1043 ,10.2 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Optimized,Optimized,7.00 ,61 
15.7 ,1043 ,10.2 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.22 ,63 
15.7 ,1043 ,10.2 ,1.1 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Optimized,7.29 ,55 
15.7 ,1043 ,10.2 ,1.1 ,Winter,180,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.95 ,56 
11.0 ,500 ,8.7 ,0.7 ,Winter,225,0,No,No,No,No,Yes,New,Traditional,Traditional,7.52 ,75 
11.0 ,500 ,8.7 ,0.7 ,Winter,225,238,No,No,No,No,Yes,New,Traditional,Traditional,8.46 ,288 
11.0 ,500 ,8.7 ,0.7 ,Winter,225,95.2,No,No,No,No,Yes,New,Traditional,Traditional,7.91 ,159 
14.0 ,675 ,5.9 ,0.9 ,Winter,150,0,No,No,No,No,No,New,Traditional,Traditional,3.25 ,121 
14.0 ,675 ,5.9 ,0.9 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,3.58 ,111 
14.0 ,675 ,5.9 ,0.9 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,3.86 ,104 
14.0 ,675 ,5.9 ,0.9 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,3.62 ,113 
14.0 ,675 ,9.7 ,0.9 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,3.45 ,115 
11.5 ,613 ,9.7 ,1.4 ,Winter,150,0,No,No,No,No,No,New,Traditional,Traditional,7.03 ,32 
11.5 ,613 ,9.7 ,1.4 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,7.55 ,10 
11.5 ,613 ,9.7 ,1.4 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,8.24 ,0 
11.5 ,613 ,9.7 ,1.4 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,7.60 ,13 
11.5 ,613 ,9.7 ,1.4 ,Winter,150,0,Yes,No,No,No,No,New,Traditional,Traditional,7.32 ,23 
11.2 ,779 ,5.0 ,0.6 ,Winter,276,0,Yes,Yes,Yes,No,Yes,New,Optimized,Traditional,7.95 ,80 
14.2 ,635 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.37 ,41 
14.2 ,635 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.44 ,27 
14.2 ,635 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.92 ,22 
12.2 ,635 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.15 ,70 
12.2 ,635 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.32 ,43 
12.2 ,635 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.83 ,51 
14.5 ,992 ,13.1 ,1.6 ,Winter,495,0,Yes,Yes,No,No,No,New,Traditional,Traditional,3.98 ,424 
14.5 ,992 ,13.1 ,1.6 ,Winter,495,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.58 ,408 
11.2 ,710 ,5.5 ,0.6 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,2.07 ,122 
11.2 ,710 ,5.5 ,0.6 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,2.34 ,114 
11.2 ,710 ,5.5 ,0.6 ,Winter,150,28.2,Yes,Yes,No,No,No,New,Traditional,Traditional,2.45 ,139 
11.2 ,710 ,5.5 ,0.6 ,Winter,150,28.2,Yes,Yes,No,No,No,New,Traditional,Traditional,2.86 ,127 
11.2 ,710 ,10.0 ,0.6 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.40 ,55 
11.2 ,710 ,10.0 ,0.6 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.45 ,25 
11.2 ,710 ,10.0 ,0.6 ,Winter,150,28.2,Yes,Yes,No,No,No,New,Traditional,Traditional,5.26 ,59 
11.2 ,710 ,10.0 ,0.6 ,Winter,150,28.2,Yes,Yes,No,No,No,New,Traditional,Traditional,6.65 ,19 
12.5 ,624 ,7.0 ,1.2 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.05 ,66 
12.5 ,624 ,7.0 ,1.2 ,Winter,150,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.11 ,7 
12.5 ,624 ,7.0 ,1.2 ,Winter,150,28.2,Yes,Yes,No,No,No,New,Traditional,Traditional,4.64 ,77 
12.5 ,624 ,7.0 ,1.2 ,Winter,150,28.2,Yes,Yes,No,No,No,New,Traditional,Traditional,6.63 ,20 
14.2 ,582 ,10.1 ,1.6 ,Winter,150,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.50 ,1 
14.2 ,582 ,10.1 ,1.6 ,Winter,300,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.90 ,140 
14.2 ,582 ,10.1 ,1.6 ,Winter,150,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.50 ,1 
14.2 ,582 ,10.1 ,1.6 ,Winter,300,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.90 ,140 
14.2 ,582 ,10.1 ,1.6 ,Winter,150,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.37 ,-52 
14.2 ,582 ,10.1 ,1.6 ,Winter,300,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.60 ,91 
14.2 ,582 ,10.1 ,1.6 ,Winter,150,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.30 ,-21 
14.2 ,582 ,10.1 ,1.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.59 ,120 
13.4 ,563 ,7.6 ,1.2 ,Winter,165,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.94 ,-31 
13.4 ,563 ,7.6 ,1.2 ,Winter,225,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.65 ,9 
13.4 ,563 ,7.6 ,1.2 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.44 ,89 
13.4 ,563 ,7.6 ,1.2 ,Winter,360,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.07 ,160 
13.1 ,465 ,7.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.93 ,16 
13.1 ,465 ,7.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.76 ,21 
13.1 ,465 ,7.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.67 ,-5 
13.1 ,465 ,7.6 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.36 ,4 
12.0 ,570 ,8.7 ,1.1 ,Winter,270,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.50 ,115 
12.0 ,570 ,8.7 ,1.1 ,Winter,202.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.81 ,67 
12.0 ,570 ,8.7 ,1.1 ,Winter,270,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,6.68 ,110 
12.0 ,570 ,8.7 ,1.1 ,Winter,202.5,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,6.40 ,51 
14.2 ,642 ,10.0 ,1.6 ,Winter,150,0,No,No,No,No,Yes,New,Traditional,Traditional,6.50 ,1 
14.2 ,642 ,10.0 ,1.6 ,Winter,300,0,No,No,No,No,Yes,New,Traditional,Traditional,6.90 ,140 
